ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Qualidade dos dados georreferenciados;Código WDPA;Data da publicação no CNUC;Data da última certificação dos dados pelo Órgão Gestor
4.724;0000.31.4724;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO PEDRO DO CAMPO BELO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2021;2021;Portaria 60 de 23/09/2021;Sem informação.;RIO NOVO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;5;5;5;;0;0;0;5;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555783737;06/02/2024 15:31:50;quarta-feira, 31 de janeiro de 2024
4.725;0000.31.4725;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE AVANÇADA DE MEIO AMBIENTE SÍTIO CÓRREGO SECO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2021;2021;Portaria 55 de 31/08/2021;Sem informação.;SÃO JOÃO DEL REI (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555783744;06/02/2024 15:10:24;quinta-feira, 1 de fevereiro de 2024
4.727;0000.31.4727;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO ALEGRE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2019;2019;Portaria 114 de 16/09/2019;Sem informação.;JACUTINGA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555783699;06/02/2024 15:03:08;quinta-feira, 1 de fevereiro de 2024
4.730;0000.31.4730;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO FACÃO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2019;2019;Portaria 172 de 23/12/2019;Sem informação.;PARÁ DE MINAS (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;28;28;28;;0;0;0;28;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555783739;07/02/2024 15:51:13;quarta-feira, 7 de fevereiro de 2024
4.733;0000.31.4733;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TABAROA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2018;2018;Portaria 48 de 01/08/2018;Sem informação.;PRADOS (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;23;23;22;;0;0;0;23;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783741;08/02/2024 17:27:44;quinta-feira, 8 de fevereiro de 2024
4.735;0000.31.4735;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIGAIA AMBIENTAL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2019;2019;Portaria 66 de 28/06/2019;Sem informação.;PRADOS (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;44;44;44;;0;0;0;44;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783723;07/02/2024 15:59:44;quarta-feira, 7 de fevereiro de 2024
4.745;0000.31.4745;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS VIVAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2020;2020;Portaria 118 de 12/11/2020;Sem informação.;UBERLÂNDIA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;28;28;28;;0;0;28;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783697;04/03/2024 10:31:17;quarta-feira, 21 de fevereiro de 2024
4.746;0000.31.4746;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMEIRAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2021;2021;Portaria 57 de 09/09/2021;Sem informação.;SÃO JOÃO NEPOMUCENO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;55;55;55;;0;0;0;55;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;555783719;04/03/2024 10:14:57;quinta-feira, 22 de fevereiro de 2024
4.747;0000.31.4747;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DIADORIM;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 182 de 12/12/2007;Sem informação.;ITACAMBIRA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;1.833;1.833;1.832;;0;0;1.833;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Serra do Espinhaço;Polígono corresponde ao memorial descritivo;555783708;04/03/2024 10:09:58;quinta-feira, 22 de fevereiro de 2024
4.748;0000.31.4748;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE VERDE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2012;2012;Portaria 10 de 04/01/2012;Sem informação.;OURO PRETO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;555783745;04/03/2024 10:06:13;quinta-feira, 22 de fevereiro de 2024
4.765;0000.31.4765;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIVERT RESERVA DA MATA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2020;2020;Portaria 27 de 12/02/2020;Sem informação.;BOM SUCESSO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;38;38;38;;0;0;0;38;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783747;14/03/2024 16:56:24;quarta-feira, 13 de março de 2024
4.773;0000.31.4773;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALESSANDRA BELLO VICINTIN;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2019;2019;Portaria 65 de 28/06/2019;Sem informação.;JANUÁRIA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;11.775;11.775;11.766;;0;0;11.775;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783698;25/03/2024 16:43:09;quarta-feira, 20 de março de 2024
4.774;0000.31.4774;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHAPADÃO DA SERRA NEGRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2019;2019;Portaria 169 de 16/12/2019;Sem informação.;SANTA BÁRBARA DO MONTE VERDE (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783705;25/03/2024 16:39:55;quarta-feira, 20 de março de 2024
4.775;0000.31.4775;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VARGEM FORMOSA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2018;2018;Portaria 107 de 27/12/2018;Sem informação.;JEQUITIBÁ (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;63;63;63;;0;0;63;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Serra do Espinhaço;Polígono corresponde ao memorial descritivo;555783746;25/03/2024 16:34:32;quarta-feira, 20 de março de 2024
4.792;0000.31.4792;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PICO DOS TRÊS ESTADOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 18 de 04/04/2024;Sem informação.;ITANHANDU (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;581;581;584;;0;0;0;581;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783731;18/04/2024 15:02:16;terça-feira, 16 de abril de 2024
4.798;0000.31.4798;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA BRANCA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2009;2009;Portaria 186 de 29/09/2009;Sem informação.;ITANHANDU (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;259;259;259;;0;0;0;259;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;555783730;29/04/2024 11:09:21;sexta-feira, 19 de abril de 2024
4.916;0000.31.4916;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DO MOLEQUE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 48 de 04/09/2024;Averbação: Outros Termo de Compromisso de 19/06/2024 - Reconhecimento: Outros Matrícula de 09/08/2024;CARRANCAS (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;Sem informação.;14/10/2024 18:36:39;terça-feira, 1 de outubro de 2024
4.917;0000.31.4917;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RELICÁRIO DA SERRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 50 de 04/09/2024;Averbação: Outros Termo de Compromisso de 26/06/2024 - Reconhecimento: Outros Matrícula de 24/07/2024;CONCEIÇÃO DO MATO DENTRO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;54;54;54;;0;0;54;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;14/10/2024 15:51:37;terça-feira, 1 de outubro de 2024
4.918;0000.31.4918;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TERRA DA UNIDADE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 47 de 04/09/2024;Averbação: Outros Termo de Compromisso de 26/06/2024 - Reconhecimento: Outros Matrícula de 12/08/2024;SERRO (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;75;75;75;;0;0;75;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;14/10/2024 13:29:39;terça-feira, 1 de outubro de 2024
4.919;0000.31.4919;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAUCÁRIA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 59 de 30/09/2024;Averbação: Outros Termo de Compromisso de 24/07/2024 - Reconhecimento: Outros Matrícula de 11/09/2024;PASSA VINTE (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;47;47;47;;0;0;0;47;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica;Polígono corresponde ao memorial descritivo;Sem informação.;14/10/2024 13:22:02;quarta-feira, 2 de outubro de 2024
4.920;0000.31.4920;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TABOCAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 57 de 12/09/2024;Averbação: Outros Termo de Compromisso de 22/05/2024 - Reconhecimento: Outros Matrícula de 29/08/2024;PONTO CHIQUE (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;1.185;1.185;1.184;;0;0;1.185;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;Sem informação.;14/10/2024 13:16:21;quarta-feira, 2 de outubro de 2024
4.921;0000.31.4921;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO DO SÍTIO II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2024;2024;Portaria 49 de 04/09/2024;Averbação: Outros Termo de Compromisso de 18/09/2023 - Reconhecimento: Outros Matrícula de 30/07/2024 - Retificação: Portaria 68 de 13/11/2024;RAPOSOS (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;328;328;328;;0;0;0;328;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;10/12/2024 15:21:56;quinta-feira, 14 de novembro de 2024
4.951;0000.31.4951;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA SAMUEL DE PAULA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2011;Portaria 76 de 09/10/2000;Ampliação: Portaria 132 de 01/07/2011 - Averbação: Outros Termo de Compromisso de 05/07/2011 - Reconhecimento: Outros Matrícula de 18/07/2011;NOVA LIMA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;122;122;148;;0;0;0;122;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;10/12/2024 15:17:15;quinta-feira, 14 de novembro de 2024
4.952;0000.31.4952;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DOS CORDEIROS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 83 de 09/10/1998;Averbação: Outros Termo de Compromisso de 16/10/1998 - Reconhecimento: Outros Matrícula de 22/10/1998;SANTA LUZIA (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;25;25;13;;0;0;25;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Mata Atlântica,Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;09/12/2024 19:46:34;quinta-feira, 14 de novembro de 2024
4.959;0000.31.4959;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO VEREDAS DO SÃO MIGUEL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2008;2008;Portaria 122 de 25/06/2008;Averbação: Outros Termo de Compromisso de 27/06/2008 - Reconhecimento: Outros Matrícula de 27/08/2008;UNAÍ (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;1.013;1.013;1.013;;0;0;1.013;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono corresponde ao memorial descritivo;Sem informação.;09/12/2024 19:40:02;terça-feira, 26 de novembro de 2024
4.983;0000.31.4983;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA SERRA DO CABRAL;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MG;2025;2025;Portaria 02 de 10/01/2025;Averbação: Outros Termo de Compromisso de 23/10/2024 - Reconhecimento: Outros Matrícula de 26/12/2024;LASSANCE (MG);Não;Não;INSTITUTO ESTADUAL DE FLORESTAS DE MINAS GERAIS - MG;1;45;45;45;;0;0;45;0;0;0;0;Cerrado;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;Serra do Espinhaço;Polígono corresponde ao memorial descritivo;Sem informação.;20/01/2025 14:32:09;sexta-feira, 17 de janeiro de 2025
331;0000.32.0331;;PARQUE ESTADUAL DE ITAÚNAS;Estadual;Parque;Category II;ES;1991;1991;Decreto 4967-E de 08/11/1991;Sem informação.;CONCEIÇÃO DA BARRA (ES);Sim;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3.536;3.536;3.481;;0;0;0;3.536;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555599934;12/12/2014 11:33:21;sexta-feira, 17 de junho de 2016
332;0000.32.0332;;PARQUE ESTADUAL PAULO CÉSAR VINHA;Estadual;Parque;Category II;ES;1990;1994;Decreto 2993-N de 05/06/1990;Alteração de nome: Lei ordinária 4903 de 02/05/1994;GUARAPARI (ES);Sim;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;1.505;1.504;1.500;;0;0;0;1.504;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;1;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682160;27/02/2018 17:09:33;sexta-feira, 16 de agosto de 2013
333;0000.32.0333;;ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY;Estadual;Área de Proteção Ambiental;Category V;ES;1994;1994;Decreto 3738-N de 12/08/1994;Sem informação.;ITAPEMIRIM (ES) - PIÚMA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;5.195;5.190;5.242;;0;0;0;5.190;0;0;5;Mata Atlântica;0,1%;Uso Sustentável;0;1;;1;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682248;27/02/2018 16:59:02;quinta-feira, 27 de outubro de 2011
334;0000.32.0334;;ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU;Estadual;Área de Proteção Ambiental;Category V;ES;1994;1994;Decreto 3.796-N de 27/12/1994;Sem informação.;FUNDÃO (ES) - SANTA TERESA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3.524;3.524;3.740;;0;0;0;3.524;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;351886;11/09/2012 11:07:43;quinta-feira, 27 de outubro de 2011
335;0000.32.0335;;ÁREA DE PROTEÇÃO AMBIENTAL DE PRAIA MOLE;Estadual;Área de Proteção Ambiental;Category V;ES;1994;1994;Decreto 3802-N de 29/12/1994;Sem informação.;SERRA (ES);Sim;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;398;395;400;;0;0;0;395;0;0;4;Mata Atlântica;0,9%;Uso Sustentável;0;1;;1;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;351888;26/09/2013 17:42:53;sexta-feira, 17 de junho de 2016
336;0000.32.0336;;ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA;Estadual;Área de Proteção Ambiental;Category V;ES;2007;2007;Decreto 1876-R de 04/07/2007;Sem informação.;CONCEIÇÃO DA BARRA (ES);Sim;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;7.907;7.907;7.728;;0;0;0;7.907;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;351885;13/10/2011 11:43:39;sexta-feira, 17 de junho de 2016
337;0000.32.0337;;ÁREA DE PROTEÇÃO AMBIENTAL PEDRA DO ELEFANTE;Estadual;Área de Proteção Ambiental;Category V;ES;2001;2001;Decreto 794-R de 30/07/2001;Sem informação.;NOVA VENÉCIA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;0;2.561;2.561;2.562;;0;0;0;2.561;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682879;21/11/2022 13:00:00;quinta-feira, 27 de outubro de 2011
338;0000.32.0338;;ÁREA DE PROTEÇÃO AMBIENTAL DE SETIBA;Estadual;Área de Proteção Ambiental;Category V;ES;1994;1998;Decreto 3747 de 12/09/1994;Alteração de nome: Lei ordinária 5651 de 26/05/1998;GUARAPARI (ES) - VILA VELHA (ES);Sim;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;10.972;4.107;12.900;;0;0;0;4.107;0;0;6.865;Área Marinha;62,6%;Uso Sustentável;0;1;;1;1;1;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636625;31/08/2016 11:59:15;quinta-feira, 27 de outubro de 2011
1.012;0000.32.1012;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO DA VARGEM;Estadual;Área de Relevante Interesse Ecológico;Category IV;ES;2005;2005;Decreto 1588-R de 23/11/2005;Sem informação.;IBIRAÇU (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;0;574;574;573;;0;0;0;574;0;0;0;Mata Atlântica;0,0%;Uso Sustentável;0;1;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682880;21/11/2022 13:00:00;quinta-feira, 27 de outubro de 2011
1.533;0000.32.1533;;MONUMENTO NATURAL O FRADE E A FREIRA;Estadual;Monumento Natural;Category III;ES;2007;2007;Decreto 1917-R de 06/09/2007;Sem informação.;CACHOEIRO DE ITAPEMIRIM (ES) - ITAPEMIRIM (ES) - VARGEM ALTA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;854;854;861;;0;0;0;854;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682213;27/02/2018 17:13:21;sexta-feira, 16 de agosto de 2013
1.534;0000.32.1534;;PARQUE ESTADUAL DO FORNO GRANDE;Estadual;Parque;Category II;ES;2013;2013;Decreto 3385-R de 20/09/2013;Sem informação.;CASTELO (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;913;913;913;;0;0;0;913;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;15945;01/11/2012 16:41:07;sexta-feira, 17 de junho de 2016
1.667;0000.32.1667;;RESERVA BIOLÓGICA DE DUAS BOCAS;Estadual;Reserva Biológica;Category Ia;ES;1965;1991;Lei ordinária 2095 de 12/01/1965;Recategorização: Lei ordinária 4503 de 02/01/1991;CARIACICA (ES) - SANTA LEOPOLDINA (ES) - VIANA (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;3.015;3.015;2.200;;0;0;0;3.015;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682882;21/11/2022 13:00:00;terça-feira, 1 de novembro de 2011
1.673;0000.32.1673;;PARQUE ESTADUAL DA PEDRA AZUL;Estadual;Parque;Category II;ES;1960;1991;Decreto 312 de 31/10/1960;Recategorização: Lei ordinária 4503 de 02/01/1991;DOMINGOS MARTINS (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;0;976;976;1.240;;0;0;0;976;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;;Polígono é uma estimativa dos limites da UC;555682881;21/11/2022 13:00:00;quinta-feira, 27 de outubro de 2011
1.831;0000.32.1831;;PARQUE ESTADUAL DA CACHOEIRA DA FUMAÇA;Estadual;Parque;Category II;ES;2009;2009;Decreto Nº 2220-R de 19/02/2009;Sem informação.;ALEGRE (ES) - IBITIRAMA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;162;162;162;;0;0;0;162;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555636548;03/06/2016 09:39:49;sexta-feira, 14 de fevereiro de 2025
1.832;0000.32.1832;;RESERVA ESTADUAL DE DESENVOLVIMENTO SUSTENTÁVEL CONCHA D´OSTRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;ES;2007;2007;Lei ordinária 8464 de 26/02/2007;Sem informação.;GUARAPARI (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;954;950;953;;0;0;0;950;0;0;4;Mata Atlântica;0,4%;Uso Sustentável;0;1;;1;1;1;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682168;27/02/2018 17:11:34;quinta-feira, 27 de outubro de 2011
1.833;0000.32.1833;;PARQUE ESTADUAL DE MATA DAS FLORES;Estadual;Parque;Category II;ES;1992;1992;Lei ordinária 4617 de 02/01/1992;Sem informação.;CASTELO (ES);Não;Não;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;830;830;800;;0;0;0;830;0;0;0;Mata Atlântica;0,0%;Proteção Integral;1;0;;0;0;0;;;;;Mata Atlântica;Polígono é uma estimativa dos limites da UC;555682089;27/02/2018 17:05:17;quinta-feira, 27 de outubro de 2011
